time,nod1,nod2,pressure_north,pressure_south,trend,total,total_nodal,total_wind,rate_slr
1890,1.0921812927598706,0.0,-0.4214645952252637,0.034757629914417505,-12.99068599250738,-12.285211665058355,1.0921812927598706,-0.3867069653108462,
1891,1.0305411425571718,0.13545538823854958,-1.1037354614775552,0.013526361349364241,-12.632990913371149,-12.557203482703619,1.1659965307957214,-1.090209100128191,3.575686270669598
1892,0.8525783429218546,0.2556212077358319,-1.1554115685321014,0.0654356202230259,-12.27554873837346,-12.25732513602485,1.1081995506576865,-1.0899759483090754,3.5717266318593843
1893,0.5783804997719703,0.3469337045397429,-0.28995865298038476,0.05721836692706045,-11.918645586999272,-11.226071668740882,0.9253142043117132,-0.2327402860533243,3.56501398118489
1894,0.23889777925494582,0.3990859523996899,-1.2470147809426924,0.013888228779008678,-11.562545942136483,-12.157688762645531,0.6379837316546357,-1.2331265521636836,3.555675498446691
1895,-0.12755060180576952,0.406191250247259,-2.2543088601499846,0.06485942157744287,-11.207510487309934,-13.118319277440985,0.2786406484414895,-2.1894494385725416,3.5436311775041585
1896,-0.47960166933278586,0.3674475853956145,-1.4309768469521784,0.015502318997662797,-10.853819706635651,-12.381448318527339,-0.11215408393717136,-1.4154745279545156,3.5285321746872977
1897,-0.7775175504560228,0.2872281609689807,-1.7479805131049069,0.013954289770225115,-10.501804052372474,-12.726119665194197,-0.4902893894870421,-1.7340262233346817,3.508368656067562
1898,-0.9876708981737718,0.17458776925067285,0.1417318451020863,0.022150990757814147,-10.152145975422139,-10.801346268485338,-0.813083128923099,0.16388283585990046,3.480536297498764
1899,-1.0863405885210016,0.042240729210323825,-0.28947114253655265,0.0412976680445723,-9.805696792872721,-11.09797012667538,-1.0440998593106778,-0.24817347449198035,3.444542408173197
1900,-1.0623892497559058,-0.09487424617273106,-0.5735678537252001,0.04559163247345905,-9.4632374937875,-11.148477210967878,-1.1572634959286368,-0.527976221251741,3.4009493492129828
1901,-0.9185203966316177,-0.2212802617462337,-1.3973386263224372,0.06156151009385271,-9.125506923030125,-11.60108469763656,-1.1398006583778513,-1.3357771162285845,3.3498133872732527
1902,-0.6709732703342987,-0.3227091995006072,-2.6395152374056354,0.03026181245682128,-8.793274816332849,-12.396210711116568,-0.9936824698349058,-2.609253424948814,3.290928132047144
1903,-0.3476898291237459,-0.38771223679161554,-0.006227574624655799,0.001921647226161207,-8.467321296620696,-9.207029289934553,-0.7354020659153615,-0.004305927398494592,3.2256505791999146
1904,0.014839208826486533,-0.4089521357287902,-1.4255411055026248,0.015988968299603758,-8.148144700492866,-9.95180976459819,-0.39411292690230365,-1.409552137203021,3.1567385669252657
1905,0.375693266501893,-0.38403143616617097,-0.4791858317841094,-0.0069011651559273265,-7.835973583235643,-8.330398749839958,-0.008338169664277972,-0.4860869969400367,3.0862590857048744
1906,0.6941408308032899,-0.31576306975600116,0.7831737116770041,0.0029345824247740612,-7.530892883351891,-6.366406828202824,0.37837776104728876,0.7861082941017782,3.0156867771122897
