time,nod1,nod2,pressure_diff,trend,total,total_nodal,total_wind,rate_slr
1890,1.0059943209801208,0.0,-1.2862868188139094,-9.499935672135702,-9.78022816996949,1.0059943209801208,-1.2862868188139094,
1891,0.9492183612934442,0.30163904998240193,-1.2676358392797484,-9.297416057048752,-9.314194485052655,1.2508574112758462,-1.2676358392797484,2.0235836956467868
1892,0.7852990862008851,0.5692304991293581,-2.720616961495357,-9.095218933006345,-10.461306309171459,1.3545295853302433,-2.720616961495357,2.018487580654069
1893,0.5327389344546962,0.7725698800548794,-1.789065363369622,-8.893718540917938,-9.377475089777985,1.3053088145095755,-1.789065363369622,2.0102124060669624
1894,0.22004571110894994,0.8887051973980118,-1.394721818544223,-8.693176451792953,-8.979147361830213,1.1087509085069618,-1.394721818544223,1.9996672127194515
1895,-0.1174852397718302,0.9045276413808847,-3.6042345448394806,-8.493785098374047,-11.310977241604473,0.7870424016090545,-3.6042345448394806,1.988340788926477
1896,-0.44175500796409145,0.8182512487570237,-1.589130852277238,-8.295508294007657,-9.508142905491964,0.37649624079293226,-1.589130852277238,1.9777978224832982
1897,-0.7161615433318952,0.6396144939638427,-1.8064795934589175,-8.098225533877388,-9.981252176704357,-0.07654704936805246,-1.8064795934589175,1.9676486151352712
1898,-0.9097311235293266,0.3887810558157805,-0.48279863096594383,-7.901978570980603,-8.905727269660092,-0.5209500677135461,-0.48279863096594383,1.9567047519394754
1899,-1.0006145224670193,0.09406383603675539,-1.3560035818856775,-7.706884583489493,-9.969438851805435,-0.9065506864302639,-1.3560035818856775,1.9458692792105747
1900,-0.9785532484484256,-0.2112708682576772,-1.7051858243950355,-7.512804715138488,-10.407814656239626,-1.1898241167061028,-1.7051858243950355,1.9373520546814138
1901,-0.8460374745852508,-0.49275830811133087,-2.8133133271588955,-7.31941417255321,-11.471523282408686,-1.3387957826965817,-2.8133133271588955,1.931528920443597
1902,-0.6180249597391427,-0.7186255018996864,-2.9792372285123965,-7.126498931049769,-11.442386621200994,-1.336650461638829,-2.9792372285123965,1.9272944681559512
1903,-0.32025268687507086,-0.8633776204340916,-0.05412531525448685,-6.93395527892202,-8.17171090148567,-1.1836303073091625,-0.05412531525448685,1.9241197727959891
1904,0.013668206831817319,-0.9106757236726918,-1.5979077838227937,-6.741674976490571,-9.236590277154239,-0.8970075168408744,-1.5979077838227937,1.9220802676951498
1905,0.34604629747533255,-0.8551810236189213,-0.20139823707382687,-6.54953922538299,-7.260072188600406,-0.5091347261435888,-0.20139823707382687,1.9210609798632783
1906,0.6393643055210823,-0.7031575016638626,0.5643491451284521,-6.357462780517915,-5.8569068315322435,-0.06379319614278034,0.5643491451284521,1.9206161685025824
1907,0.8605138703096215,-0.471764859754019,-1.9346826367385026,-6.165415991682473,-7.711349617865373,0.38874901055560246,-1.9346826367385026,1.9196821677289222
1908,0.9845326664812457,-0.1871216137395947,-1.373357969259805,-5.973526346972131,-6.549473263490285,0.797411052741651,-1.373357969259805,1.9158925734982724
1909,0.9974220341529253,0.11864304216079141,-1.8779317952679386,-5.782237476982819,-6.544104195937041,1.1160650763137168,-1.8779317952679386,1.9073836921185272
1910,0.8977270819717922,0.41101582807077247,-0.7572772174799488,-5.592049608548425,-5.04058391598581,1.3087429100425647,-0.7572772174799488,1.893636959427285
1911,0.6967009084254928,0.65699507557112,-0.19973261483748178,-5.403510085097362,-4.249546715938231,1.3536959839966127,-0.19973261483748178,1.8746225908546288
1912,0.4170344048783293,0.8288158012050038,-2.1663736819680683,-5.2171250903774995,-6.137648566262235,1.245850206083333,-2.1663736819680683,1.8514384267718897
1913,0.09029501420738602,0.9070836875523819,0.292862694368482,-5.033222399742984,-3.7429810036147337,0.997378701759768,0.292862694368482,1.8255551615347931
1914,-0.24663645405212917,0.882964222792767,-0.09048973845334653,-4.852014058070541,-4.306176027783249,0.6363277687406378,-0.09048973845334653,1.7993785611568702
1915,-0.555728756462505,0.7591798989527989,-1.671175214656152,-4.67334668751161,-6.1410707596774685,0.20345114249029395,-1.671175214656152,1.7754863282094036
1916,-0.8020930040208396,0.5497029097787258,0.984644480728176,-4.49691679242866,-3.764662405942598,-0.2523900942421138,0.984644480728176,1.7559150708386317
1917,-0.9579207562699666,0.2781780350562771,-0.45123159875971564,-4.3221636733438835,-5.453137993317289,-0.6797427212136895,-0.45123159875971564,1.7424780112113103
1918,-1.0056229075951717,-0.02474627120309407,-0.1855798127201136,-4.148421190186398,-5.3643701817047775,-1.0303691787982658,-0.1855798127201136,1.735798550342249
1919,-0.9398150629474465,-0.3248773344651234,-0.4636489621393955,-3.9750039632754337,-5.703345322827399,-1.26469239741257,-0.4636489621393955,1.7359189035199019
1920,-0.7679253030959678,-0.5883377683607033,-1.015498533063311,-3.8012374094824177,-6.1729990140024,-1.356263071456671,-1.015498533063311,1.741478510021075
1921,-0.5093557377193901,-0.7853893951249423,1.2592826478159136,-3.6267082612712187,-3.662170746299638,-1.2947451328443325,1.2592826478159136,1.7502397168582973
1922,-0.19329248628947776,-0.8937899515878852,0.4626763722023733,-3.4511894661107583,-4.075595531785748,-1.087082437877363,0.4626763722023733,1.7605484484845402
1923,0.14458871416944294,-0.9013036914925199,1.213243652345433,-3.2745985715743107,-2.8180698965519544,-0.7567149773230769,1.213243652345433,1.7710490921272593
1924,0.46614941890462264,-0.8070824991287974,-1.8596797671676004,-3.0969796476853064,-5.297592495077081,-0.34093308022417473,-1.8596797671676004,1.780777062135419
1925,0.7350933641537012,-0.6217616206560833,1.5420195290114607,-2.918443159147227,-1.2630918866381484,0.11333174349761788,1.5420195290114607,1.7890554222333477
1926,0.9210634191158611,-0.3662592074114847,-1.036244007625441,-2.739168563238637,-3.2206083591597015,0.5548042117043763,-1.036244007625441,1.7959099794599287
1927,1.00306815645745,-0.06941517312351989,-0.9070435857610812,-2.559261163255241,-2.532651765682392,0.9336529833339301,-0.9070435857610812,1.8022801936701716
1928,0.9718512661490302,0.23526412024834137,-0.08344824564533401,-2.3787125245046026,-1.255045383752565,1.2071153863973716,-0.08344824564533401,1.808568998497806
1929,0.8309363643159249,0.5133879034580232,-1.6883301263132955,-2.19754736355568,-2.541553222095027,1.3443242677739482,-1.6883301263132955,1.814209170310721
1930,0.5962292639808809,0.7335628686625275,-1.2114335560309994,-2.0158706904424584,-1.8975121138300493,1.3297921326434086,-1.2114335560309994,1.8185944286179545
1931,0.2942226015115025,0.8709366987309021,-0.8258968641085224,-1.833828477832089,-1.494566041698207,1.1651593002424045,-0.8258968641085224,1.821121740651046
1932,-0.0409945278838759,0.9100032802084173,0.741832664278964,-1.6516463423122492,-0.040804925708743944,0.8690087523245413,0.741832664278964,1.8211286885228706
1933,-0.3715843872957767,0.8463529606570696,-3.5212127514477065,-1.469602740127515,-4.516046918213929,0.47476857336129286,-3.5212127514477065,1.8176804753742193
1934,-0.660231544341824,0.687170289535093,0.6374569953882234,-1.2881102472374053,-0.6237145066559129,0.026938745193268998,0.6374569953882234,1.8095312189945179
1935,-0.8743548621103282,0.4504230599601093,0.027360515116871934,-1.1076964963286113,-1.5042677833619584,-0.4239318021502189,0.027360515116871934,1.79417902676676
1936,-0.9897851050418667,0.1628341885171515,-1.372759542108853,-0.9292744418840533,-3.1289849005176213,-0.8269509165247152,-1.372759542108853,1.769658818099289
1937,-0.9934930488503261,-0.1431346421960653,-4.174096773003352,-0.7537647327087535,-6.064489196758497,-1.1366276910463915,-4.174096773003352,1.7388415281821112
1938,-0.8850601582342656,-0.43294710600817704,1.7043129723165777,-0.581506136247631,-0.19520042817349603,-1.3180072642424427,1.7043129723165777,1.7058910329379762
1939,-0.6767258291782061,-0.6738905316467239,-2.350988457999272,-0.4125865261211583,-4.11419134494536,-1.35061636082493,-2.350988457999272,1.6735822390171418
1940,-0.3920058633544938,-0.8387683556012959,-2.3518860987254824,-0.24678968844420268,-3.829450006125475,-1.2307742189557898,-2.3518860987254824,1.644187977641609
1941,-0.06303811475389377,-0.908969942621087,-3.155513919575264,-0.0837489305928365,-4.211270907543081,-0.9720080573749807,-3.155513919575264,1.6186986281883442
1942,0.27304508049953796,-0.8765712669110138,-2.9991848002068813,0.07695003719346616,-3.5257609494248907,-0.6035261864114758,-2.9991848002068813,1.59746812697019
1943,0.578308228045374,-0.7452293389882433,2.108490669987185,0.23574469480120153,2.177314253845517,-0.16692111094286932,2.108490669987185,1.5801247149572673
1944,0.8182946559175086,-0.5297694194917189,-0.3488506870383797,0.3929749801849196,0.3326495295723297,0.28852523642578976,-0.3488506870383797,1.5658129331729782
1945,0.9659158220236919,-0.25451161331330396,-0.8577132409610172,0.5489072814357971,0.40259824918516784,0.7114042087103879,-0.8577132409610172,1.554876455961689
