time,nod1,nod2,pressure_north,pressure_south,trend,total,total_nodal,total_wind,rate_slr
1890,0.9910499427555813,0.0,-0.5616295774635067,-0.7903521441924071,-5.7081767135147885,-6.069108492415121,0.9910499427555813,-1.3519817216559138,
1891,0.9351174087204455,0.22879528728570336,-1.4708008404117785,-0.3075753071171536,-5.520018993320756,-6.134482444843539,1.1639126960061488,-1.7783761475289321,1.8795780794531103
1892,0.7736332086518575,0.4317652359257994,-1.5396626866944814,-1.4879375514720068,-5.3322610976241664,-7.154462891212997,1.2053984445776569,-3.027600238166488,1.8733212019901035
1893,0.5248249214574137,0.5859995503425368,-0.386389171475297,-1.3010858076152,-5.145354752922735,-5.722005260213281,1.1108244717999505,-1.687474979090497,1.862684131768071
1894,0.21677685932229573,0.6740889847081752,-1.6617300538311273,-0.3158037939166589,-4.959724271270552,-6.046392274987868,0.890865844030471,-1.9775338477477862,1.847946081738363
1895,-0.11573995769385549,0.6860904169392956,-3.0040163442947785,-1.474835397034589,-4.775765536575062,-8.68426681865899,0.5703504592454401,-4.478851741329367,1.8298893793921156
1896,-0.43519259127453414,0.6206491816698501,-1.9068717301966112,-0.3525065169842094,-4.593746395392129,-6.667668052177634,0.18545659039531592,-2.2593782471808206,1.8094313912189763
1897,-0.7055227268393782,0.4851519785223264,-2.3293001787370673,-0.31730595175031856,-4.413879258331267,-7.2808561371357055,-0.22037074831705183,-2.646606130487386,1.7870329069064272
1898,-0.8962167669279775,0.2948930961087436,0.1888671010082425,-0.5036903576144771,-4.236339814010844,-5.152486741436312,-0.6013236708192339,-0.3148232566062346,1.7630924257736957
1899,-0.9857500629279784,0.07134806448462272,-0.3857395314161311,-0.939065769718521,-4.061260773176528,-6.300468072754535,-0.9144019984433557,-1.3248053011346521,1.7391840424804617
1900,-0.9640165164284902,-0.16025040193216145,-0.7643172759556746,-1.0367060289022705,-3.8885030055147514,-6.813793228733347,-1.1242669183606515,-1.801023304857945,1.7174121727943836
