time,nod1,nod2,pressure_diff,trend,total,total_nodal,total_wind,rate_slr
1890,1.0040479625396543,0.0,-1.2865358809771996,-9.602814924370893,-9.88530284280844,1.0040479625396543,-1.2865358809771996,
1891,0.9473818507577294,0.30111039653738886,-1.2678768956926385,-9.400390327010337,-9.419774975407858,1.2484922472951183,-1.2678768956926385,2.0226353848838663
1892,0.7837797202632836,0.5682328641600501,-2.721481695832493,-9.19828784739412,-10.56775695880328,1.3520125844233337,-2.721481695832493,2.017552685434536
1893,0.5317082120142049,0.7712158719162509,-1.7895302383017295,-8.99687978992343,-9.483485944294703,1.302924083930456,-1.7895302383017295,2.0092841767108105
1894,0.21961997527906169,0.8871476501764803,-1.3950174253697347,-8.796431012051958,-9.08468081196615,1.106767625455542,-1.3950174253697347,1.9987216661899598
1895,-0.1172579339279589,0.9029423636996512,-3.605478563375001,-8.597135456685438,-11.416929590288746,0.7856844297716923,-3.605478563375001,1.9874155643675628
1896,-0.44090031766372123,0.8168171793234842,-1.589509907277512,-8.398947899178445,-9.612540944796194,0.37591686165976296,-1.589509907277512,1.9769362847548866
1897,-0.7147759420063893,0.6384935038077804,-1.806951943278832,-8.20174819973446,-10.084982581211902,-0.07628243819860892,-1.806951943278832,1.9668035658014826
1898,-0.9079710113558194,0.38809967704693465,-0.48270280368952156,-8.005587186018149,-9.008161324016555,-0.5198713343088848,-0.48270280368952156,1.9558567316195852
1899,-0.998678572650166,0.09389897949389439,-1.3562825692870957,-7.810576853410543,-10.071639015853911,-0.9047795931562717,-1.3562825692870957,1.9451125259669366
1900,-0.9766599819211277,-0.2109005943414126,-1.7056146948560906,-7.616564680824761,-10.509739951943391,-1.1875605762625403,-1.7056146948560906,1.936677711125192
1901,-0.8444005943909316,-0.4918946985184845,-2.814217850503638,-7.423241311185505,-11.573754454598559,-1.336295292909416,-2.814217850503638,1.9308235855344735
1902,-0.6168292292347844,-0.7173660368295117,-2.9802129730676534,-7.230399963717867,-11.544808202849817,-1.3341952660642962,-2.9802129730676534,1.9266332869739022
1903,-0.31963307451028733,-0.8618644623949838,-0.05384548415335199,-7.0379146537907245,-8.273257674849347,-1.1814975369052712,-0.05384548415335199,1.923627263749439
